YEAR;MES;DIA;;;
2000;1;1;0;30.8;-99.9
2000;1;2;0;30.6;-99.9
2000;1;3;0;30.6;-99.9
2000;1;4;0;32.8;-99.9
2000;1;5;0;32.4;-99.9
2000;1;6;0;32.8;-99.9
2000;1;7;0;30.2;-99.9
2000;1;8;0;32.4;-99.9
2000;1;9;0;32.8;-99.9
2000;1;10;0;30.8;-99.9
2000;1;11;0;32;-99.9
2000;1;12;0;32.8;-99.9
2000;1;13;0;31;-99.9
2000;1;14;0;32.4;-99.9
2000;1;15;0;32.2;-99.9
2000;1;16;0;32.6;-99.9
2000;1;17;0;32;-99.9
2000;1;18;0;32.4;-99.9
2000;1;19;0;33.2;-99.9
2000;1;20;0;32.6;-99.9
2000;1;21;0;30;-99.9
2000;1;22;0;32;-99.9
2000;1;23;0;31.6;-99.9
2000;1;24;0;34.4;-99.9
2000;1;25;0;33.2;-99.9
2000;1;26;1.5;34.4;-99.9
2000;1;27;0.7;26.4;-99.9
2000;1;28;0;33.4;-99.9
2000;1;29;0;34.4;-99.9
2000;1;30;0;34.6;-99.9
2000;1;31;0;33.6;-99.9
2000;2;1;0;34;-99.9
2000;2;2;0;32.8;-99.9
2000;2;3;0.7;34.6;-99.9
2000;2;4;0;31.4;-99.9
2000;2;5;0;31;-99.9
2000;2;6;0;32.6;-99.9
2000;2;7;0;33;-99.9
2000;2;8;0;32.8;-99.9
2000;2;9;0;32.4;-99.9
2000;2;10;0;31.4;-99.9
2000;2;11;0;32.6;-99.9
2000;2;12;0;31.8;-99.9
2000;2;13;0;35;-99.9
2000;2;14;0;34.8;-99.9
2000;2;15;0;33;-99.9
2000;2;16;0;33.8;-99.9
2000;2;17;0;34.2;-99.9
2000;2;18;0;31.8;-99.9
2000;2;19;0;33.4;-99.9
2000;2;20;0;33.4;-99.9
2000;2;21;0;35.2;-99.9
2000;2;22;0;34;-99.9
2000;2;23;0;34;-99.9
2000;2;24;0.3;32.4;-99.9
2000;2;25;0;27.8;-99.9
2000;2;26;0;34;-99.9
2000;2;27;0;35.4;-99.9
2000;2;28;0;32.8;-99.9
2000;2;29;0;31.4;-99.9
2000;3;1;0;33;-99.9
2000;3;2;0;33.2;-99.9
2000;3;3;0;34;-99.9
2000;3;4;0;35;-99.9
2000;3;5;0;31.8;-99.9
2000;3;6;5.5;33.8;-99.9
2000;3;7;5.6;30.4;-99.9
2000;3;8;2.9;28.6;-99.9
2000;3;9;0;34.8;-99.9
2000;3;10;0;33.6;-99.9
2000;3;11;0;33.4;-99.9
2000;3;12;0;33.4;-99.9
2000;3;13;0;33.6;-99.9
2000;3;14;12.4;34.2;-99.9
2000;3;15;0;31.4;-99.9
2000;3;16;0;31;-99.9
2000;3;17;0;32;-99.9
2000;3;18;0;33;-99.9
2000;3;19;0;32.4;-99.9
2000;3;20;0;34.2;-99.9
2000;3;21;0;34.2;-99.9
2000;3;22;0;32.8;-99.9
2000;3;23;0;33.4;-99.9
2000;3;24;0;31.6;-99.9
2000;3;25;0;34.8;-99.9
2000;3;26;0;34.6;-99.9
2000;3;27;0;34.6;-99.9
2000;3;28;0;32;-99.9
2000;3;29;0.9;32.6;-99.9
2000;3;30;0;34;-99.9
2000;3;31;0;35;-99.9
2000;4;1;9.5;34;-99.9
2000;4;2;0;32.6;-99.9
2000;4;3;0;31.4;-99.9
2000;4;4;5.5;31.8;-99.9
2000;4;5;1;31.8;-99.9
2000;4;6;0;32.8;-99.9
2000;4;7;0;32.4;-99.9
2000;4;8;0;31.2;-99.9
2000;4;9;0;34;-99.9
2000;4;10;0;32.8;-99.9
2000;4;11;0;32;-99.9
2000;4;12;0;32;-99.9
2000;4;13;0;32;-99.9
2000;4;14;0;33.4;-99.9
2000;4;15;0;32.8;-99.9
2000;4;16;4;31.4;-99.9
2000;4;17;0;31.6;-99.9
2000;4;18;0;31;-99.9
2000;4;19;0;31.4;-99.9
2000;4;20;0;28.8;-99.9
2000;4;21;0;30.4;-99.9
2000;4;22;0;31.6;-99.9
2000;4;23;0.5;31.8;-99.9
2000;4;24;1.1;32;-99.9
2000;4;25;0;30.6;-99.9
2000;4;26;0;32.2;-99.9
2000;4;27;0;32.2;-99.9
2000;4;28;0;32.8;-99.9
2000;4;29;0;31;-99.9
2000;4;30;0;31.6;-99.9
2000;5;1;0;30.6;-99.9
2000;5;2;0;31.2;-99.9
2000;5;3;0;27;-99.9
2000;5;4;0;26;-99.9
2000;5;5;0;32.4;-99.9
2000;5;6;0;31.6;-99.9
2000;5;7;0;31.4;-99.9
2000;5;8;0;31.4;-99.9
2000;5;9;0;31.6;-99.9
2000;5;10;0;31.8;-99.9
2000;5;11;0;30.8;-99.9
2000;5;12;0;28.8;-99.9
2000;5;13;0;29.8;-99.9
2000;5;14;0;29.8;-99.9
2000;5;15;0;28;-99.9
2000;5;16;0;27.6;-99.9
2000;5;17;0;26.4;-99.9
2000;5;18;0;28.4;-99.9
2000;5;19;0;27.6;-99.9
2000;5;20;0;29.8;-99.9
2000;5;21;0;28;-99.9
2000;5;22;0;30;-99.9
2000;5;23;0;30;-99.9
2000;5;24;0;26.2;-99.9
2000;5;25;0;27.8;-99.9
2000;5;26;0;27.4;-99.9
2000;5;27;0;29.2;-99.9
2000;5;28;0;27.2;-99.9
2000;5;29;0;29.4;-99.9
2000;5;30;0;28.8;-99.9
2000;5;31;0;30.2;-99.9
2000;6;1;0;27.4;-99.9
2000;6;2;0;30.4;-99.9
2000;6;3;0;28.2;-99.9
2000;6;4;0;25.6;-99.9
2000;6;5;0;24.4;-99.9
2000;6;6;0;24.6;-99.9
2000;6;7;0;27.8;-99.9
2000;6;8;0;28.4;-99.9
2000;6;9;0;23.2;-99.9
2000;6;10;0;24.4;-99.9
2000;6;11;0;24.4;-99.9
2000;6;12;0;25.8;-99.9
2000;6;13;0;23.8;-99.9
2000;6;14;0;22.4;-99.9
2000;6;15;0;26.4;-99.9
2000;6;16;0;27.8;-99.9
2000;6;17;0;24.6;-99.9
2000;6;18;0;20.6;-99.9
2000;6;19;0;24.4;-99.9
2000;6;20;0;27.4;-99.9
2000;6;21;0;22.2;-99.9
2000;6;22;0;25;-99.9
2000;6;23;0.8;22.6;-99.9
2000;6;24;0.3;21.4;-99.9
2000;6;25;0;20.6;-99.9
2000;6;26;0;26;-99.9
2000;6;27;0;21.8;-99.9
2000;6;28;0;24.8;-99.9
2000;6;29;0;27.4;-99.9
2000;6;30;0;24.4;-99.9
2000;7;1;0;23.4;-99.9
2000;7;2;0;23.6;-99.9
2000;7;3;0;25.4;-99.9
2000;7;4;0;23.6;-99.9
2000;7;5;0;27.4;-99.9
2000;7;6;0;25.2;-99.9
2000;7;7;0;24.6;-99.9
2000;7;8;0;21.8;-99.9
2000;7;9;0;24.8;-99.9
2000;7;10;0;23;-99.9
2000;7;11;0;26.4;-99.9
2000;7;12;0;29;-99.9
2000;7;13;0;27.6;-99.9
2000;7;14;0;24.6;-99.9
2000;7;15;0;21.6;-99.9
2000;7;16;0;21.6;-99.9
2000;7;17;0;20.4;-99.9
2000;7;18;0;22.2;-99.9
2000;7;19;0;23;-99.9
2000;7;20;0;23;-99.9
2000;7;21;0;26;-99.9
2000;7;22;0;21.6;-99.9
2000;7;23;0;22.2;-99.9
2000;7;24;0;21;-99.9
2000;7;25;0;26;-99.9
2000;7;26;0;24.8;-99.9
2000;7;27;0;22.4;-99.9
2000;7;28;0;20.8;-99.9
2000;7;29;0;20.4;-99.9
2000;7;30;0;29.2;-99.9
2000;7;31;0;25.8;-99.9
2000;8;1;0;24.2;-99.9
2000;8;2;0;24.6;-99.9
2000;8;3;1.1;23.2;-99.9
2000;8;4;0;23.4;-99.9
2000;8;5;0;20;-99.9
2000;8;6;0;28.2;-99.9
2000;8;7;0;26.4;-99.9
2000;8;8;0;28;-99.9
2000;8;9;0;27.4;-99.9
2000;8;10;0;28.8;-99.9
2000;8;11;0;25.8;-99.9
2000;8;12;0;25.4;-99.9
2000;8;13;0;26.6;-99.9
2000;8;14;0;23.4;-99.9
2000;8;15;0;24.4;-99.9
2000;8;16;0;22.4;-99.9
2000;8;17;0;28.6;-99.9
2000;8;18;0;25.2;-99.9
2000;8;19;0;29.4;-99.9
2000;8;20;0;26;-99.9
2000;8;21;0;26;-99.9
2000;8;22;0;29;-99.9
2000;8;23;0;28.6;-99.9
2000;8;24;0;30.6;-99.9
2000;8;25;0;25.8;-99.9
2000;8;26;0;28.6;-99.9
2000;8;27;0;27;-99.9
2000;8;28;0;26;-99.9
2000;8;29;0;28;-99.9
2000;8;30;0;23.4;-99.9
2000;8;31;0;28;-99.9
2000;9;1;0;28.4;-99.9
2000;9;2;0;28.4;-99.9
2000;9;3;0;27.6;-99.9
2000;9;4;0;29.2;-99.9
2000;9;5;0;25.6;-99.9
2000;9;6;0;27.4;-99.9
2000;9;7;0;28.4;-99.9
2000;9;8;0;30.2;-99.9
2000;9;9;0;27.4;-99.9
2000;9;10;0;27.4;-99.9
2000;9;11;0;30;-99.9
2000;9;12;0;28.8;-99.9
2000;9;13;0;27.4;-99.9
2000;9;14;0;30;-99.9
2000;9;15;0;28.2;-99.9
2000;9;16;0;27.6;-99.9
2000;9;17;0;29;-99.9
2000;9;18;0;29.6;-99.9
2000;9;19;0;27.6;-99.9
2000;9;20;0;27.2;-99.9
2000;9;21;0;28;-99.9
2000;9;22;0;28.6;-99.9
2000;9;23;0;27.4;-99.9
2000;9;24;0;28.4;-99.9
2000;9;25;0;27.4;-99.9
2000;9;26;0;30.6;-99.9
2000;9;27;0;29.4;-99.9
2000;9;28;0;29.4;-99.9
2000;9;29;0;29.6;-99.9
2000;9;30;0;27.4;-99.9
2000;10;1;0;30.2;-99.9
2000;10;2;0;27.4;-99.9
2000;10;3;0;28.4;-99.9
2000;10;4;0;28.6;-99.9
2000;10;5;0;29.6;-99.9
2000;10;6;0;29.6;-99.9
2000;10;7;0;30;-99.9
2000;10;8;0;29.8;-99.9
2000;10;9;0;29.6;-99.9
2000;10;10;0;30.6;-99.9
2000;10;11;0;29;-99.9
2000;10;12;0;30.4;-99.9
2000;10;13;0;29.2;-99.9
2000;10;14;0;30;-99.9
2000;10;15;0;30.6;-99.9
2000;10;16;0;30.2;-99.9
2000;10;17;0;27.8;-99.9
2000;10;18;0;27.6;-99.9
2000;10;19;0;27.8;-99.9
2000;10;20;0;29.4;-99.9
2000;10;21;0;30;-99.9
2000;10;22;0;30;-99.9
2000;10;23;0;28.6;-99.9
2000;10;24;0;29.4;-99.9
2000;10;25;0;28.8;-99.9
2000;10;26;0;31;-99.9
2000;10;27;0;29.8;-99.9
2000;10;28;0;29;-99.9
2000;10;29;0;27;-99.9
2000;10;30;0;29.2;-99.9
2000;10;31;0;30;-99.9
2000;11;1;0;31;-99.9
2000;11;2;0;28.4;-99.9
2000;11;3;0;26;-99.9
2000;11;4;0;28.8;-99.9
2000;11;5;0;28.2;-99.9
2000;11;6;0;27.8;-99.9
2000;11;7;0;28;-99.9
2000;11;8;0;29;-99.9
2000;11;9;0;29;-99.9
2000;11;10;0;30;-99.9
2000;11;11;0;28.6;-99.9
2000;11;12;0;28.6;-99.9
2000;11;13;0;28;-99.9
2000;11;14;0;28.2;-99.9
2000;11;15;0;26.8;-99.9
2000;11;16;0;26.6;-99.9
2000;11;17;0;29;-99.9
2000;11;18;0;26.4;-99.9
2000;11;19;0;32;-99.9
2000;11;20;0;31;-99.9
2000;11;21;0;32;-99.9
2000;11;22;0;30;-99.9
2000;11;23;0;28.4;-99.9
2000;11;24;0;31;-99.9
2000;11;25;0;32;-99.9
2000;11;26;0;31.2;-99.9
2000;11;27;0;29.8;-99.9
2000;11;28;0;30.6;-99.9
2000;11;29;0;32.2;-99.9
2000;11;30;0;30.6;-99.9
2000;12;1;0;29.4;-99.9
2000;12;2;0;32.8;-99.9
2000;12;3;0;32.2;-99.9
2000;12;4;0;29.2;-99.9
2000;12;5;0;31.6;-99.9
2000;12;6;0;30.8;-99.9
2000;12;7;2.8;28.4;-99.9
2000;12;8;0.6;30.6;-99.9
2000;12;9;0;28.8;-99.9
2000;12;10;0;29.6;-99.9
2000;12;11;0;30.6;-99.9
2000;12;12;0;30;-99.9
2000;12;13;0;31.8;-99.9
2000;12;14;0;31.6;-99.9
2000;12;15;0;29.8;-99.9
2000;12;16;0;29.4;-99.9
2000;12;17;0;30.4;-99.9
2000;12;18;0;27.2;-99.9
2000;12;19;0;25;-99.9
2000;12;20;0;30;-99.9
2000;12;21;0;31.6;-99.9
2000;12;22;0;30.4;-99.9
2000;12;23;0;31;-99.9
2000;12;24;0;33.4;-99.9
2000;12;25;0;31.6;-99.9
2000;12;26;0;32;-99.9
2000;12;27;0;33;-99.9
2000;12;28;0.7;29.4;-99.9
2000;12;29;0;30.4;-99.9
2000;12;30;0;31.4;-99.9
2000;12;31;0;31.4;-99.9
2001;1;1;0;32;-99.9
2001;1;2;0;33;-99.9
2001;1;3;0;32.4;-99.9
2001;1;4;0;33;-99.9
2001;1;5;0;29.6;-99.9
2001;1;6;0;31.4;-99.9
2001;1;7;0;33.8;-99.9
2001;1;8;0;32.6;-99.9
2001;1;9;0;31.6;-99.9
2001;1;10;0;33.4;-99.9
2001;1;11;0;33.2;-99.9
2001;1;12;0;30.4;-99.9
2001;1;13;0;32;-99.9
2001;1;14;0;32.4;-99.9
2001;1;15;1.1;33;-99.9
2001;1;16;0;28.6;-99.9
2001;1;17;0.7;30.6;-99.9
2001;1;18;0.8;31.6;-99.9
2001;1;19;5.1;31.6;-99.9
2001;1;20;0;30.4;-99.9
2001;1;21;0;30.4;-99.9
2001;1;22;0;31.4;-99.9
2001;1;23;0;32;-99.9
2001;1;24;0;33.8;-99.9
2001;1;25;0;31.8;-99.9
2001;1;26;0;33;-99.9
2001;1;27;0;32.8;-99.9
2001;1;28;0;33.4;-99.9
2001;1;29;0;34.2;-99.9
2001;1;30;0;33;-99.9
2001;1;31;0;33.6;-99.9
2001;2;1;0;33;-99.9
2001;2;2;0;33;-99.9
2001;2;3;9.2;32;-99.9
2001;2;4;0;29.6;-99.9
2001;2;5;0;32.8;-99.9
2001;2;6;0;31;-99.9
2001;2;7;0;34.2;-99.9
2001;2;8;0;36;-99.9
2001;2;9;0;34.6;-99.9
2001;2;10;0;32.4;-99.9
2001;2;11;0;34;-99.9
2001;2;12;0;34.2;-99.9
2001;2;13;0;35;-99.9
2001;2;14;0;34.4;-99.9
2001;2;15;0;34;-99.9
2001;2;16;0;35;-99.9
2001;2;17;0;34.6;-99.9
2001;2;18;0;35.4;-99.9
2001;2;19;0;33.6;-99.9
2001;2;20;0;32.8;-99.9
2001;2;21;0;33;-99.9
2001;2;22;0;34.6;-99.9
2001;2;23;0;34.4;-99.9
2001;2;24;0;32;-99.9
2001;2;25;0;32.2;-99.9
2001;2;26;0;34.2;-99.9
2001;2;27;0;34;-99.9
2001;2;28;0;35;-99.9
2001;3;1;0;33;-99.9
2001;3;2;0;34.4;-99.9
2001;3;3;0;33.4;-99.9
2001;3;4;0;33.6;-99.9
2001;3;5;0;32.6;-99.9
2001;3;6;5.7;33.6;-99.9
2001;3;7;0;29.2;-99.9
2001;3;8;0.4;27.4;-99.9
2001;3;9;0;32.4;-99.9
2001;3;10;0;33.2;-99.9
2001;3;11;0;35.6;-99.9
2001;3;12;0;34.6;-99.9
2001;3;13;0;34;-99.9
2001;3;14;0;34.8;-99.9
2001;3;15;41.6;34.8;-99.9
2001;3;16;4.5;31.8;-99.9
2001;3;17;0;33.2;-99.9
2001;3;18;15.2;33;-99.9
2001;3;19;17.7;31;-99.9
2001;3;20;4.8;31.4;-99.9
2001;3;21;3.5;31.4;-99.9
2001;3;22;33.8;33.2;-99.9
2001;3;23;15.6;31.2;-99.9
2001;3;24;2.1;32.8;-99.9
2001;3;25;3.3;30.2;-99.9
2001;3;26;7.8;30.6;-99.9
2001;3;27;10.5;30;-99.9
2001;3;28;0;31.4;-99.9
2001;3;29;0;33;-99.9
2001;3;30;9;31.8;-99.9
2001;3;31;0;32.2;-99.9
2001;4;1;8.1;30.8;-99.9
2001;4;2;5.6;30.4;-99.9
2001;4;3;0;30.8;-99.9
2001;4;4;0;31.6;-99.9
2001;4;5;0;30.8;-99.9
2001;4;6;0;29.4;-99.9
2001;4;7;4.3;30.4;-99.9
2001;4;8;0.2;29.4;-99.9
2001;4;9;2.5;32;-99.9
2001;4;10;0;31.8;-99.9
2001;4;11;0;31.2;-99.9
2001;4;12;0.4;29.8;-99.9
2001;4;13;0.5;32.6;-99.9
2001;4;14;0;30.4;-99.9
2001;4;15;0;28.4;-99.9
2001;4;16;0;29.6;-99.9
2001;4;17;0;30.8;-99.9
2001;4;18;0;30.4;-99.9
2001;4;19;0;32.4;-99.9
2001;4;20;0;31.8;-99.9
2001;4;21;0;32.4;-99.9
2001;4;22;0;32;-99.9
2001;4;23;0;32;-99.9
2001;4;24;0;30.8;-99.9
2001;4;25;0;24.8;-99.9
2001;4;26;0;25.4;-99.9
2001;4;27;0;29.2;-99.9
2001;4;28;0;26.4;-99.9
2001;4;29;0;27.4;-99.9
2001;4;30;0;31;-99.9
2001;5;1;0;29.2;-99.9
2001;5;2;0;29.6;-99.9
2001;5;3;0;29.8;-99.9
2001;5;4;0;31.8;-99.9
2001;5;5;0;31;-99.9
2001;5;6;0;29.6;-99.9
2001;5;7;0;27.6;-99.9
2001;5;8;0;28.8;-99.9
2001;5;9;0;29;-99.9
2001;5;10;0;26.4;-99.9
2001;5;11;0;28.8;-99.9
2001;5;12;0;27;-99.9
2001;5;13;0;30.2;-99.9
2001;5;14;0;28.2;-99.9
2001;5;15;0;28;-99.9
2001;5;16;0;27.8;-99.9
2001;5;17;0;24.8;-99.9
2001;5;18;0;26.4;-99.9
2001;5;19;0;30;-99.9
2001;5;20;0;26.2;-99.9
2001;5;21;0;28.4;-99.9
2001;5;22;0;27.8;-99.9
2001;5;23;0;28.4;-99.9
2001;5;24;0;25.8;-99.9
2001;5;25;0;25.4;-99.9
2001;5;26;0;25.2;-99.9
2001;5;27;0;28.2;-99.9
2001;5;28;0;27.8;-99.9
2001;5;29;0;24.8;-99.9
2001;5;30;0;23.2;-99.9
2001;5;31;0;22.4;-99.9
2001;6;1;0;27.4;-99.9
2001;6;2;0;22.6;-99.9
2001;6;3;0;26;-99.9
2001;6;4;0;24.8;-99.9
2001;6;5;0;22;-99.9
2001;6;6;0;22.6;-99.9
2001;6;7;0;21.6;-99.9
2001;6;8;0;23.4;-99.9
2001;6;9;0;28.2;-99.9
2001;6;10;0;25.2;-99.9
2001;6;11;0;24;-99.9
2001;6;12;0;27.4;-99.9
2001;6;13;0;25;-99.9
2001;6;14;0;20.6;-99.9
2001;6;15;0;21.6;-99.9
2001;6;16;0;22.4;-99.9
2001;6;17;0.3;20;-99.9
2001;6;18;0;20.6;-99.9
2001;6;19;0;20.8;-99.9
2001;6;20;0.2;20.6;-99.9
2001;6;21;0;20.2;-99.9
2001;6;22;0;20.6;-99.9
2001;6;23;0;20;-99.9
